"number","short_description","u_approving_sdm","start_date","state","assigned_to","approval","assignment_group","backout_plan","location","sys_created_on","category","ci_class","u_closure_code","closed_at"
"CHG0528675","Pre-Approved Apply MS Security patches (June-2025) on DT  Bigfix infra prod server - Reboot required","","2025-07-04 22:30:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Ans-  Upon RCA if required patches to be uninstalled
Notify the customer and stakeholders and update the RCA details in the Change Tasks.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window? 
Ans-  
Minimum : 30 Min. (including)
Maximum : Depends on the unforeseen issue. This might extend out side of the change window. this would happen in a very rare scenario and will be limited to one or two servers only. ","10671 - Amsterdam CoLocation","2025-06-23 16:13:56","Hardware","Windows Server","Successful","2025-10-02 07:11:53"
"CHG0528734","Nasuni filers version upgradation- Batch 2","Chava, Sri","2025-07-04 23:30:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  

We will restore filer from OVF and escrow pass key on same state 

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

60 min","10671 - Amsterdam CoLocation","2025-06-30 06:53:27","Hardware","All Servers","Successful","2025-07-22 11:31:59"
"CHG0528914","EMEA -10682 Krakow Electrical Maintenance - Multi-PSP (LTIM Child change)","","2025-07-11 10:00:00","Closed Complete","Niharika, Gundrathi","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
IT teams to safely shutting down the network devices before the power is turned off to ensure no data loss or damage to equipment. All devices will be turned on once maintenance is completed and Health check to be performed. 
In case the change cannot be completed or issues arise, power will be restored by safely re-energizing the main systems and stopping all maintenance activities.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hours","10682 - Krakow - Poland","2025-07-08 11:43:00","Hardware","Other","Successful","2025-07-17 05:20:26"
"CHG0528908","EMEA -10682 Krakow Electrical Maintenance - Multi-PSP (PHINIA Parent change)","","2025-07-11 10:00:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
IT teams to safely shutting down the network devices before the power is turned off to ensure no data loss or damage to equipment. All devices will be turned on once maintenance is completed and Health check to be performed. 
In case the change cannot be completed or issues arise, power will be restored by safely re-energizing the main systems and stopping all maintenance activities.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hours","10682 - Krakow - Poland","2025-07-08 11:35:43","Hardware","Other","Successful","2025-07-17 05:18:38"
"CHG0528874","Enterprise- Pre-Approved Apply MS Security patches (Jul-2025) on DT TestDEV Servers (2nd weekend) - Reboot required","","2025-07-11 22:30:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Ans-  Upon RCA if required patches to be uninstalled
Notify the customer and stakeholders and update the RCA details in the Change Tasks.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-  
Minimum : 30 Min.
Maximum : Depends on the unforeseen issue. This might extend out side of the change window. this would happen in a very rare scenario and will be limited to one or two servers only.

","20005 - Azure Europe West","2025-07-04 16:59:23","Hardware","Windows Server","Successful","2025-10-01 18:43:23"
"CHG0528668","Global: 8300000579, July-20-MTW | PH1/PS2 Landscapes Restart - Single PSP Change","","2025-07-19 22:30:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.
Restart of apps and DB  

Q. What is the duration required to perform the backout plan and is it included in the scheduled window? 
3 Hours, yes (included) ","20005 - Azure Europe West","2025-06-23 02:42:57","Hardware","All Servers","Successful","2025-08-25 09:34:52"
"CHG0528835","Enterprise: MS Security patching on Phinia SAP PH1 servers - LTIM -July2025","Chava, Sri","2025-07-20 00:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Step by step procedure of back out plan.
Ans-  In case of any issue the installed patches will be un-installed from the server
        
Q. What is the time duration required to perform the backout plan and is it included in the scheduled window? 
Ans- 2 hr, yes Included","20005 - Azure Europe West","2025-07-02 08:36:47","Hardware","Windows Server","Successful","2025-08-18 15:13:05"
"CHG0529004","Enterprise: Pre- Approved: Apply MS Security patches (July  - 2025) on Production Servers (4th weekend)- Reboot required","","2025-07-25 22:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Ans-  Upon RCA if required patches to be uninstalled
Notify the customer and stakeholders and update the RCA details in the Change Tasks.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-  
Minimum : 30 Min.
Maximum : Depends on the unforeseen issue. This might extend out side of the change window. this would happen in a very rare scenario and will be limited to one or two servers only.","20005 - Azure Europe West","2025-07-15 16:33:50","Hardware","Windows Server","Successful","2025-10-02 07:09:42"
"CHG0529123"," SRQ0054345 - To perform final Database RapidPro PROD cutover to target server and update DNS. | Parent LTIM","","2025-07-28 05:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  

1. Start all the SQL Services (Engine , Agent , Integration , Analysis Services) in Automatic startup mode in Source Server AZUREUW-DB009 (Delphi drive Domain).	LTIM DBA TEAM
2. Bring the 2 databases in ONLINE Mode in the Source SQL Server Instance AZUREUW-DB009 (Delphi drive Domain).	LTIM DBA TEAM
3. Start all the Jobs and enable the Logins with required Privileges.	LTIM DBA TEAM
4. Application Validation on the Source Server AZUREUW-DB009 (Delphi drive Domain).	Application Team

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
3 Hours (Yes)
","20005 - Azure Europe West","2025-07-23 21:57:54","Hardware","All Servers","Successful","2025-08-18 14:31:03"
"CHG0529149","INC7569405 || Need to reboot UKGIL-AP19.delphidrive.com  which is inaccessible through RDP  (Possibly Hung) ","Chava, Sri","2025-07-28 16:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  

We will bring it online through ILO or Site local support

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

60 min 
","00274 - Gillingham - United Kingdom","2025-07-28 10:47:48","Hardware","Windows Server","Successful","2025-08-18 13:51:14"
"CHG0529136"," SRQ0054345 - To perform final Database RapidPro PROD cutover to target server and update DNS. | Child PHINIA","","2025-07-30 05:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  

1. Start all the SQL Services (Engine , Agent , Integration , Analysis Services) in Automatic startup mode in Source Server AZUREUW-DB009 (Delphi drive Domain).	LTIM DBA TEAM
2. Bring the 2 databases in ONLINE Mode in the Source SQL Server Instance AZUREUW-DB009 (Delphi drive Domain).	LTIM DBA TEAM
3. Start all the Jobs and enable the Logins with required Privileges.	LTIM DBA TEAM
4. Application Validation on the Source Server AZUREUW-DB009 (Delphi drive Domain).	Application Team

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
3 Hours (Yes)
","20005 - Azure Europe West","2025-07-28 04:40:20","Hardware","All Servers","Successful","2025-08-27 06:17:37"
"CHG0529133","Creation of AD GPO to push settings to prefer IPV4 over IPV6 and Block IPV6 Traffic on all Windows Servers","","2025-07-31 12:20:13","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan. 
Remove Target Server from GPO Scope.
Run gpupdate /force command on the affected server
Delete the GPO.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
It is included in scheduled window of 48 Hr.
","10671 - Amsterdam CoLocation","2025-07-25 12:28:38","Hardware","All Servers","Successful","2025-08-18 14:24:26"
"CHG0526087","Enterprise: SAP BASIS - AL11 file path creation for Brazil Warranty Dashboard in SAP PH1","","2025-07-31 12:36:06","Closed Complete","Niharika, Gundrathi","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Changes will be moved to production through transport through a new change
CTS will create it in DE2 server and upon testing it will move it into QE2 and upon user confirmation will move it into PH1.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
4 hrs, yes","20005 - Azure Europe West","2024-11-20 14:31:17","Hardware","All Servers","Successful","2025-08-07 04:30:51"
"CHG0529093","EMEA - Trace update configuration change ","Gauthier, Guillaume","2025-08-01 03:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  Move back to the backup instance running on the same server if necessary

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  5 mns
","10671 - Amsterdam CoLocation","2025-07-22 12:08:50","Hardware","Windows Server","Successful","2025-09-15 11:41:39"
"CHG0529074","Pre-Approved Apply MS Security patches (July-2025) on DT  Bigfix infra prod server - Reboot required","","2025-08-01 22:30:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Ans-  Upon RCA if required patches to be uninstalled
Notify the customer and stakeholders and update the RCA details in the Change Tasks.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window? 
Ans-  
Minimum : 30 Min. (including)
Maximum : Depends on the unforeseen issue. This might extend out side of the change window. this would happen in a very rare scenario and will be limited to one or two servers only. ","10671 - Amsterdam CoLocation","2025-07-21 22:34:38","Hardware","Windows Server","Successful","2025-09-11 09:49:45"
"CHG0529184","EMEA - Parent - Blois - Switch Replacement Planning and tasks - August, 4th","","2025-08-04 02:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Restart old switches

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
5 mns","00202 - Blois - France","2025-07-31 02:37:55","Network","Network Gear","Successful","2025-08-11 06:17:51"
"CHG0529197","EMEA - child LTIM - Blois - Switch Replacement Planning and tasks - August, 4th","Gauthier, Guillaume","2025-08-04 02:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Restart old switches

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
5 mns","00202 - Blois - France","2025-07-31 08:01:48","Network","Network Gear","Successful","2025-08-11 06:16:01"
"CHG0529185","EMEA - Blois - Parent  - Switch Replacement Planning and tasks - August, 5th","Gauthier, Guillaume","2025-08-05 02:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Restart old switches

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
5 mns","00202 - Blois - France","2025-07-31 02:54:14","Network","Network Gear","Successful","2025-08-11 06:20:07"
